table_id,编  码,品目名称,说  明,品目类别
table_1,A02102500,船舶仪器,包括陀螺罗经、罗经自动舵组合式仪表、陀螺方位仪、计程仪、操舵仪、航海六分仪、船用舵角指示器、横倾仪、纵倾仪、水声测深仪等。,货物
table_1,A02102600,纺织仪器,包括纤维原料试验仪器、纤维试验仪器、纱线试验仪器、织物试验仪器等。,货物
table_1,A02102700,建筑工程仪器,包括数字超声波检测仪，弹性系数，正弦综合检测仪，收缩膨胀仪，稠度仪，坍落度仪，含水率测定仪，蠕变仪，沥青延伸、闪点、软化检测仪，吨米指示断电器，超声波测厚仪，电梯激光导轨仪等。,货物
table_1,A02102800,汽车拖拉机仪表,包括转向测试仪、多功能汽车检测仪、发动机综合分析仪入此。,货物
table_1,A02102900,动力测量仪器,包括涡流测功机、直流测功机、冷磨实验台、水箱实验台、燃油泵实验台、水压实验台、水利测功机等。,货物
table_1,A02103000,心理仪器,,货物
table_1,A02103100,生理仪器,,货物
table_1,A02103200,仪器仪表零部件,,货物
table_1,A02109900,其他仪器仪表,,货物
table_1,A02110000,电子和通信测量仪器,,货物
table_1,A02110100,数字、模拟仪表及功率计,,货物
table_1,A02110101,数字仪表及装置,,货物
table_1,A02110102,模拟式电压表,,货物
table_1,A02110103,功率计,,货物
table_1,A02110199,其他数字、模拟仪表及功率计,,货物
table_1,A02110200,元件器件参数测量仪,,货物
table_1,A02110201,电阻器、电容器参数测量仪,,货物
table_1,A02110202,敏感元件、磁性材料、电感元件测量仪,包括磁性材料参数测量仪等。,货物
table_1,A02110203,电子元件参数测量仪,,货物
table_1,A02110204,半导体器件参数测量仪,,货物
table_1,A02110205,集成电路参数测量仪,,货物
table_1,A02110299,其他元件器件参数测量仪,,货物
table_1,A02110300,时间及频率测量仪器,包括通用计数仪、时间计数仪、特种计数仪、频率测量仪器、相位测量仪器、频率面板表、误差倍增器、频率对比器等。,货物
table_1,A02110400,网络特性测量仪,,货物
table_1,A02110500,衰减器,包括 LC 衰减器等。,货物
table_1,A02110600,滤波器,包括 LC 滤波器等。,货物
table_1,A02110700,放大器,包括仪表放大器等。,货物
table_1,A02110800,场强干扰测量仪器及测量接收机,包括场强干扰测量仪器、场强测量接收机等。,货物
table_1,A02110900,波形参数测量仪器,,货物
table_1,A02111000,电子示波器,,货物
table_1,A02111100,通信、导航测试仪器,,货物
table_1,A02111200,有线电测量仪,包括振荡器、电平表、有线电测量用衰减器、杂音计、电平图示仪、有线电综合测试仪、传输测量装置、噪声测量仪等。,货物
table_1,A02111300,电视用测量仪,,货物
table_1,A02111400,声源、声振信号发生器,,货物
table_1,A02111500,声级计,,货物
table_1,A02111600,电声滤波器,,货物
table_1,A02111700,电声放大器,,货物
table_1,A02111800,声振测量仪,,货物
table_1,A02111900,声振仪器校准装置,,货物
table_1,A02112000,电话、电声测试仪器,,货物
table_1,A02112100,声振分析仪,,货物
table_1,A02112200,数据仪器,,货物
table_1,A02112300,计算机用测量仪器,,货物
table_1,A02112400,核仪器与核辐射探测器,包括通用核仪器、核电厂、反应堆仪表和控制系统及电气设备、辐射防护监测仪器等。,货物
table_1,A02112500,交直流电测量仪器,包括交直流电桥、交直流电阻箱、交直流电位差计等。,货物
table_1,A02112600,磁场测量仪器,包括磁场计、磁通计、核磁共振测场仪、特斯拉计、数字磁强计、数字磁通表等。,货物
table_1,A02112700,综合测量仪,,货物
table_1,A02112800,电子和通信测量仪器零部件,,货物
table_1,A02119900,其他电子和通信测量仪器,,货物
table_1,A02120000,计量标准器具及量具、衡器,,货物
table_1,A02120100,长度计量标准器具,,货物
table_1,A02120101,端度计量标准器具,,货物
table_1,A02120102,线纹计量标准器具,,货物
table_1,A02120103,齿轮参数计量标准器具,,货物
table_1,A02120104,角度计量标准器具,,货物
table_1,A02120105,光学仪器检测器具,,货物
table_1,A02120199,其他长度计量标准器具,,货物
table_1,A02120200,热学计量标准器具,,货物
table_1,A02120201,温度计量标准器具,,货物
table_1,A02120202,热量计量标准器具,,货物
table_1,A02120203,湿度计量标准器具,,货物
table_1,A02120299,其他热学计量标准器具,,货物
table_1,A02120300,力学计量标准器具,,货物
table_1,A02120301,质量计量标准器具,,货物
table_1,A02120302,容量计量标准器具,,货物
table_1,A02120303,密度计量标准器具,,货物
table_1,A02120304,流量计量标准器具,,货物
table_1,A02120305,压力及真空计量标准器具,,货物
table_1,A02120306,测力计量标准器具,,货物
table_1,A02120307,硬度计量标准器具,,货物
table_1,A02120308,振动、加速度及转速计量标准器具,,货物
table_1,A02120399,其他力学计量标准器具,,货物
table_1,A02120400,电磁学计量标准器具,,货物
table_1,A02120401,电表类计量标准器具,,货物
table_1,A02120402,交流计量标准器具,,货物
table_1,A02120403,直流计量标准器具,,货物
table_1,A02120404,高电压大电流计量标准器具,,货物
table_1,A02120405,磁特性计量标准器具,,货物
table_1,A02120499,其他电磁学计量标准器具,,货物
table_1,A02120500,无线电计量标准器具,,货物
table_1,A02120501,电压及功率参数计量标准器具,,货物
table_1,A02120502,信号及脉冲参数计量标准器具,,货物
table_1,A02120503,噪声参数计量标准器具,,货物
table_1,A02120504,元器件参数计量标准器具,,货物
table_1,A02120505,相位参数计量标准器具,,货物
table_1,A02120506,微波阻抗参数计量标准器具,,货物
table_1,A02120507,场强参数计量标准器具,,货物
table_1,A02120508,衰减计量标准器具,,货物
table_1,A02120599,其他无线电计量标准器具,,货物
table_1,A02120600,时间频率计量标准器具,,货物
table_1,A02120700,电离辐射计量标准器具,,货物
table_1,A02120800,光学计量标准器具,,货物
table_1,A02120900,声学计量标准器具,,货物
table_1,A02121000,化学计量标准器具,,货物
table_1,A02121100,量具,包括量规、卡尺、千分尺、量尺、量带、高度尺、角度尺、指示表、刻线尺、光洁度样块、标准齿轮、量具附件等。,货物
table_1,A02121200,衡器,,货物
table_1,A02121201,地上衡,包括杠杆式地上衡、字盘式地上衡、电子式地上衡等。,货物
table_1,A02121202,地中衡,包括杠杆式地中衡、字盘式地中衡、电子式地中衡、无基坑地中衡等。,货物
table_1,A02121203,轨道衡,包括杠杆式轨道衡、字盘式轨道衡、电子式轨道衡、动态轨道衡等。,货物
table_1,A02121204,钢材秤,,货物
table_1,A02121205,皮带秤,包括机械式皮带秤、电子式皮带秤等。,货物
table_1,A02121206,吊秤,包括杠杆式吊秤、字盘式吊秤、电子式吊秤、无线传输电子吊秤等。,货物
table_1,A02121207,配料秤,,货物
table_1,A02121208,定量秤,,货物
table_1,A02121209,台案秤,包括杠杆式台、案秤，字盘式台、案秤，电子式台、案秤等。,货物
table_1,A02121210,液体秤,,货物
table_1,A02121211,气体秤,,货物
table_1,A02121212,料斗秤,包括机械式料斗秤、电子式料斗秤等。,货物
table_1,A02121213,核子秤,,货物
table_1,A02121214,计数秤,包括电子计数秤等。,货物
table_1,A02121299,其他衡器,,货物
table_1,A02121300,标准物质,包括钢铁标准物质、有色金属标准物质、建筑材料标准物质等。,货物
table_1,A02121400,计量标准器具零部件,,货物
table_1,A02129900,其他计量标准器具,,货物
table_1,A02130000,探矿、采矿、选矿和造块设备,,货物
table_1,A02130100,钻探机,包括油压主轴钻机、油压转盘钻机、水文水井钻机、取样钻机、坑道钻机、手把地质钻机、汽车钻机、轻便钻机、竖井钻机、天井钻机、钻机备用部件等。,货物
table_1,A02130200,装药填充机械,包括装药车、装药器等。,货物
table_1,A02130300,矿用装载设备,包括装岩设备、抓岩机和抓斗、扒矿机、运矿车等。,货物
table_1,A02130400,煤矿生产监测监控设备,包括电力监测监控设备，提升监测监控设备，运输监测监控设备，防排水监测监控设备，露天矿用卡车防撞监测装置，矿井综合自动化监控装置，矿井井下设备定位监测系统，调度总机，井下通讯系统，井下防爆移动通讯系统，安全应急扩音通信告警系统，矿井井下人员定位监测、统计系统，露天矿 GPS 卡车调度系统，露天矿无线集群通讯系统，露天矿轮斗集中控制系统，巡检机器人等。,货物
table_1,A02130500,煤矿防治水设备,包括主排水泵及辅助设备、主排水泵专用阀门、主排水泵安全监测系统装置、水仓清理设备、各类矿用潜水泵、各类矿用清水泵、各类矿用泥浆泵、各类矿用渣浆泵、防爆排沙潜水泵、矿井水文钻机、注浆泵、矿井自动化排水监控装置、水位遥测仪等。,货物
table_1,A02130600,煤矿支护装备,包括液压支架、乳化液泵站、采煤工作面矿压监测装备、掘进巷道顶板离层监测装备、矿井深部地压预报装备、巷道掘锚一体机、切顶墩柱、岩石巷道钻车、液压支架监控装置、锚杆钻机、液压锚杆钻机泵站、锚索切割机、锚索机、喷浆机、支护质量监测仪、锚杆拉力计等。,货物
table_1,A02130700,提升、运输设备和绞车,包括提升机用电动机、提升机拖动控制设备、提升机供电电源柜、提升机安全监控及综合保护装置、提升信号设备、提升容器及连接装置、提升容器防坠器、提升防墩罐装置、提升过卷缓冲托罐装置、箕斗提升定重控制装置、天轮、钢丝绳自动平衡装置、提升钢丝绳在线监测装置、矿井提升机综合测试仪、矿井各类防爆绞车、阻燃胶带运输机、胶带运输机监控及保护装置、刮板运输机监控及保护装置、煤矿用架线电机车、防爆特殊型蓄电池电机车、防爆柴油机车、矿井运输信集闭控制装置、采区顺槽无级绳运输绞车、单轨吊运输装置、卡轨车、齿轨车、胶套轮车、平巷及斜巷人车、斜井运输跑车防护和防跑车装置、斜井运输信号装置、偶合器、矿车翻车机、阻车器等。,货物
table_1,A02130800,选矿和洗矿设备,包括破碎设备、研磨设备、筛分设备、分级设备、选别设备、脱水设备、洗矿设备等。,货物
table_1,A02130900,造块设备,包括烧结机、球团设备、布料器、布料辊等。,货物
table_1,A02131000,探矿、采矿、选矿和造块设备零部件,,货物
table_1,A02139900,其他探矿、采矿、选矿和造块设备,,货物
table_1,A02140000,石油天然气开采设备,,货物
table_1,A02140100,油气水井设施,包括油井、气井、盐井、碱井、注水井、注气井、注聚合物井、注二氧化碳井、注微生物井、注氮气井、火烧驱油井、观察井、资料井、水源井等。,货物
table_1,A02140200,油气汽水集输设施,包括计量站、计量配水站、集油气管线、注水汽管线、集（转）油站、集气站、注水站、热采注汽站、注聚合物站、注氮站、压气站、海洋采油平台、海底管线、原油库、输油气首站、输油气中间加热站、输油气中间加压站、输油气末站、输油气管线、消防装置、油气生产用电力线路等。,货物
table_1,A02140300,油气汽水处理设施,包括油气处理站、轻烃回收装置、污水处理站、天然气净化装置、硫磺回收装置、尾气处理装置、酸性水汽提装置、硫磺成型装置等。,货物
table_1,A02140400,油田机械,包括油气勘探设备、物探钻机、石油钻机、固井配套设备、压裂酸化设备、油水井清蜡设备、石油专用压风机（车）、钻采特车、油井测试设备、录井设备、试井设备、井下作业设备、海洋钻井设备、海洋作业设备、石油专用加工设备等。,货物
table_1,A02140500,石油天然气开采设备零部件,,货物
table_1,A02149900,其他石油天然气开采设备,,货物
table_1,A02150000,石油和化学工业设备,,货物
table_1,A02150100,石油储备库设备,包括库区外管线、库区内管线、储油罐、输油泵、流量计及标定设备、循环搅拌设备、工艺阀门、工艺自动控制系统等。,货物
table_1,A02150200,长输管线,包括原油管线、天然气管线、成品油管线、化工产品管线等。,货物
table_1,A02150300,界区间管线,指厂区内生产装置或分厂（部）之间输送不同介质的管线，包括物料管线、公用工程管线等。,货物
table_1,A02150400,界区间罐区设施,指厂区内生产装置或分厂（部）之间独立于装置而储存原油、成品油、化工产品、液化气、天然气、瓦斯的罐类设施，包括原油罐区、成品油及中间罐区、化工罐区、液化气、天然气、瓦斯罐区等。,货物
table_1,A02150500,输油（气）站,包括原油输油站、天然气输气站、成品油分输站、压缩天然气（CNG）加气母站等。,货物
table_1,A02150600,炼油生产装置,包括常减压蒸馏装置、催化裂化装置、催化裂解装置、加氢裂化装置、减粘裂化装置、催化重整装置、连续重整装置、苯抽提装置、延迟焦化装置、汽油加氢精制装置、柴油加氢精制装置、汽柴油加氢精制装置、煤油加氢精制装置、蜡油加氢精制装置、渣油加氢精制装置、电化学精制装置、分子筛精制装置、煤油脱臭装置、环烷酸装置、酚精制装置、制氢装置、气体分馏装置、烷基化（硫酸法）装置、烷基化（氢氟酸法）装置、甲基叔丁基醚装置、液化气脱硫醇装置、汽油脱硫醇装置、气体脱硫装置、氢提纯装置、溶剂脱蜡装置、微生物脱蜡装置、溶剂蜡脱油装置、分子筛蜡脱油装置、润滑油白土精制装置、润滑油糠醛精制装置、润滑油加氢精制装置、石蜡白土精制装置、石蜡加氢精制装置、石蜡成型装置、氧化沥青装置、溶剂脱沥青装置、丙烷气体回收装置、尤里卡全馏分油加氢装置、煤油临氢脱硫醇装置、异构化装置、生物柴油中试装置、蜡油加氢裂化装置、特种蜡调合装置、碱渣处理装置、溶剂再生装置、油品调合装置、催化汽油吸附脱硫醇装置、催化干气提浓乙烯装置等。,货物
table_1,A02150700,润滑油生产装置,包括润滑油调合装置、润滑脂调合装置、合成油脂装置、金属制桶生产线、塑料制桶生产线、润滑油灌装生产线等。,货物
table_1,A02150800,基本有机化工原料生产装置,包括乙烯装置、异丁烯装置、丁烯-1 装置、异戊烯装置、己烯-1 装置、丁二烯抽提装置、苯乙烯装置、氯乙烯装置、苯酚丙酮装置、芳烃抽提装置、裂解汽油加氢装置、二甲苯装置、异丙苯装置、甲醇装置、丁辛醇装置、苯酐装置、环氧氯丙烷装置、C5 分离装置、硫氰酸钠装置、乙酸（醋酸）装置、乙醛装置、歧化与烷基化转移装置、塑料薄膜装置等。,货物
table_1,A02150900,合成树脂生产装置,包括高压低密度聚乙烯装置、低压高密度聚乙烯装置、线性低密度聚乙烯装置、聚丙烯装置、聚苯乙烯装置、苯乙烯-丙烯腈装置、聚氯乙烯装置、聚醚装置等。,货物
table_1,A02151000,合成橡胶生产装置,包括丁苯橡胶装置、顺丁橡胶装置、丁基橡胶装置、丁苯胶乳装置、SBS 热塑弹性体装置等。,货物
table_1,A02151100,合成纤维原料生产装置,包括乙二醇装、丙烯腈装置、己内酰胺装置、精对苯二甲酸装置、精间苯二甲酸装置、环已酮装置、氰化钠装置、乙腈烯装置、硫酸铵装置、硫酸装置、双氧水装置、硫氢酸钠回收装置、苯甲醛装置等。,货物
table_1,A02151200,合成纤维及合纤聚合物生产装 置,包括聚酯装置、聚酯固相聚合装置、聚乙烯醇装置、聚酰胺装置、腈纶纤维装置、腈纶毛条装置、涤纶短纤维装置、涤纶工业丝装置、涤纶预取向丝装置、涤纶全牵伸丝装置、涤纶低弹丝装置、涤纶中空纤维装置、锦纶装置、丙纶装置等。,货物
table_1,A02151300,化肥生产装置,包括合成氨装置、尿素装置、复合肥装置等。,货物
table_1,A02151400,无机化工生产装置,包括烧碱装置、氯碱装置、盐硝装置、漂粉精装置等。,货物
table_1,A02151500,炼油催化剂生产装置,包括裂化催化剂装置、加氢催化剂装置、重整催化剂装置、降凝催化剂装置、器外预硫化装置等。,货物
table_1,A02151600,基本有机化工原料催化剂生产装置,包括甲苯歧化催化剂装置、乙苯脱氢催化剂装置、乙苯烷基化催化剂装置、醋酸乙烯催化剂装置、钯碳催化剂装置、丙烯腈催化剂装置、银催化剂装置、非晶态加氢催化剂装置、氧化催化剂装置、C2/C3 馏分选择性加氢催化剂装置等。,货物
table_1,A02151700,合成树脂催化剂生产装置,包括聚乙烯催化剂装置、聚丙烯催化剂装置等。,货物
table_1,A02151800,合成橡胶催化剂生产装置,包括丁基锂装置、聚丁二烯油装置、铝剂装置等。,货物
table_1,A02151900,添加剂助剂生产装置,包括 PX 吸附剂装置、橡塑助剂装置、5A 吸附剂装置等。,货物
table_1,A02152000,催化剂原料生产装置,包括分子筛装置、特种分子筛装置、有机胺装置、铝溶胶装置、干胶粉装置、水玻璃装置、硫酸铝装置、氯化镁精加工装置、给电子体装置、贵金属回收装置、芳烃溶剂装置、氨氮污水处理装置等。,货物
table_1,A02152100,催化剂检验分析评价装置,包括炼油催化剂分析评价装置、聚烯烃催化剂分析评价装置、吸附剂分析评价装置等。,货物
table_1,A02152200,辅助生产装置,包括空气分离及液化装置、供风装置、动力装置、发电装置、供排水装置、化学水装置、循环水装置、污水汽提装置、污水处理装置、废气回收装置、油罐清洗装置、编织袋装置等。,货物
table_1,A02152300,油品销售设施类,包括油库、加油站、加气站、非油品经营设施等。,货物
table_1,A02152400,橡胶设备,包括橡胶原料加工设备、炼胶设备、挤出设备、压延设备、成型设备、硫化设备、乳胶制品和再生胶生产设备、橡胶设备辅助设备等。,货物
table_1,A02152500,塑料机械,包括塑料备料设备、塑料制品设备、塑料压延机械、注射成型机、中空吹塑成型机、吸塑成型机、挤出成型机、发泡成型机、人造革设备、其他塑料机械等。,货物
table_1,A02152600,日用化学品设备,包括洗涤用品加工机械，香料、香精及化妆品加工机械，牙膏加工机械，火柴加工机械，合成胶、动物胶、植物胶加工机械等。,货物
table_1,A02152700,林产化工机械,包括天然橡胶加工设备、木材水解设备、松香生产设备等。,货物
table_1,A02152800,石油和化学工业设备零部件,,货物
table_1,A02159900,其他石油和化学工业设备,,货物
table_1,A02160000,炼焦和金属冶炼轧制设备,,货物
table_1,A02160100,炼焦设备,包括炼焦炉、炼焦炉辅助设备等。,货物
table_1,A02160200,炼铁设备,包括炼铁高炉、炼铁高炉辅助设备、高炉压差发电设备、铸铁设备等。,货物
table_1,A02160300,炼钢设备,包括混铁炉、炼钢平炉、炼钢转炉、炼钢电炉、钢二次精炼设备、连续铸钢设备、炼钢炉配套设备等。,货物
table_1,A02160400,有色金属冶炼设备,包括焙烧炉、煅烧炉、烧结炉、重金属冶炼炉、轻金属冶炼炉、稀有金属冶炼炉、电解槽、有色金属铸造设备等。,货物
table_1,A02160500,铁合金设备,包括铁合金高炉、铁合金电炉、铁合金浇铸设备等。,货物
table_1,A02160600,金属轧制机械及拉拔设备,包括金属开坯轧机，型材轧机，板材、带材和箔材轧机，管材轧机，线材轧机，特殊轧机，轧机辅助设备，拉拔设备和制绳设备等。,货物
table_1,A02160700,冶金专用车辆,包括铁水车、铸锭车、料槽车、烧结车、渣罐车、保温车、混铁车、矿渣车等。,货物
table_1,A02160800,炼焦和金属冶炼轧制设备零部件,,货物
table_1,A02169900,其他炼焦和金属冶炼轧制设备,包括冷却设备(冶炼用)、连续铸造设备、冶炼辅助设备、金属制品加工设备、金属铸造设备等。,货物
table_1,A02170000,电力工业设备,,货物
table_1,A02170100,电站锅炉及辅助设备,包括锅炉本体、锅炉辅助设备、化学水处理设备、排污及疏水设备、除尘除灰设备等。,货物
table_1,A02170200,汽轮发电机组,包括汽轮机本体、发电机本体、汽轮发电机组辅助设备等。,货物
table_1,A02170300,水轮发电机组,包括水轮机本体、水轮发电机、水轮发电机组辅助设备等。,货物
table_1,A02170400,输电线路,包括铁塔输电线路、铁杆输电线路、水泥杆输电线路、木杆输电线路、电缆输电线路等。,货物
table_1,A02170500,配电线路,包括铁杆配电线路、水泥杆配电线路、木杆配电线路、电缆配电线路等。,货物
table_1,A02170600,变电设备,,货物
table_1,A02170700,电力专用自动化控制设备,包括电站自动化控制设备、电力远动装置等。,货物
table_1,A02170800,架线设备,包括张力放线机、液压倒装铁塔联动装置、机动绞盘等。,货物
table_1,A02170900,电站制氢设备,,货物
table_1,A02171000,电力工业设备零部件,,货物
table_1,A02179900,其他电力工业设备,包括输电用设备、变压器设备、电工绝缘处理设备、电机设备、电焊机与焊条设备、酸性蓄电池设备、碱性蓄电池设备、低压电器设备、电线电缆设备、绝缘材料设备、电材设备等。,货物
table_1,A02180000,非金属矿物制品工业设备,,货物
table_1,A02180100,水泥及水泥制品设备,包括水泥及硅酸盐用炉窑、水泥设备、水泥制品设备等。,货物
table_1,A02180200,玻璃及玻璃制品制造设备,包括平板玻璃制造设备、玻璃纤维生产设备、玻璃棉设备、玻璃钢设备、工业技术玻璃设备、玻璃制品加工设备、日用玻璃制品、玻璃包装容器制造设备等。,货物
table_1,A02180300,陶瓷制品生产设备,包括陶瓷制品成型设备、陶瓷制品备料设备、陶瓷制品施釉设备等。,货物
table_1,A02180400,墙体、地面材料,包括砖瓦坯、条加工设备，水磨石制坯机械，砖和砌块成型设备，制瓦机，石膏板生产设备，加气混凝土生产设备等。,货物
table_1,A02180500,石棉、耐火制品及其他非金属 矿物制品设备,包括石棉制品设备、铸石制品设备、陶粒生产设备、沥青毡生产设备、饰墙材料生产设备、耐火材料生产设备、炭素制品生产设备等。,货物
table_1,A02180600,非金属矿物切削加工设备,包括光学材料和玻璃加工机床、石材加工机床、水泥等非金属矿物制品加工机床等。,货物
table_1,A02180700,非金属矿物制品工业设备零部件,,货物
table_1,A02189900,其他非金属矿物制品工业设备,包括橡胶、塑料加工设备等。,货物
table_1,A02190000,核工业设备,,货物
table_1,A02190100,核反应堆设备,包括核反应堆系统、反应堆监测控制系统、反应堆保护系统等。,货物
table_1,A02190200,核用矿冶设备,包括放射性分选机、分级设备、核用水冶设备、放射性矿山设备等。,货物
table_1,A02190300,核电站设备,包括核电站一回路系统、核电站二回路系统、核电辅助系统设备、核燃料运输贮存与装卸系统、放射性废物处理系统等。,货物
table_1,A02190400,核燃料循环设备,包括铀转化设备、铀浓缩设备、元件设备、后处理设备、放射性废物处置处理设备等。,货物
table_1,A02190500,核地勘设备,,货物
table_1,A02190600,核聚变试验装置,,货物
table_1,A02190700,核技术应用设备,包括辐照装置设备、加速器设备、核探测设备等。,货物
table_1,A02190800,核工业设备零部件,,货物
table_1,A02199900,其他核工业设备,,货物
table_1,A02200000,航空航天工业设备,,货物
table_1,A02200100,飞机、火箭、导弹、卫星总装调试设备,包括火箭、导弹总装调试设备，卫星总装调试设备，飞机总装调试设备等。,货物
table_1,A02200200,控制、遥测、能源、制导系统用设备,包括控制系统、遥测系统、供配电测试、加注专用设备等。,货物
table_1,A02200300,人造卫星,,货物
table_1,A02200400,弹（星）体加工设备,包括弹体加工设备、星体加工设备等。,货物
table_1,A02200500,发动机设备,包括固体发动机设备、液体发动机设备等。,货物
table_1,A02200600,驾驶系统和惯性器件设备,包括自动驾驶仪设备、平台陀螺设备、伺服机构设备、舵机设备等。,货物
table_1,A02200700,战斗部设备,,货物
table_1,A02200800,火工品设备,,货物
table_1,A02200900,制造地面系统设备,,货物
table_1,A02201000,试验设备,包括环境模拟试验设备、空气动力试验设备等。,货物
table_1,A02201100,航天专用工艺设备,包括整星器包装箱、特种集装箱等。,货物
table_1,A02201200,全弹发动机试车台,包括全弹试车台、液体发动机试车台、冲压发动机试车台、固体发动机试车台、高空试车台、组成件试车台、氢氧发动机试车台等。,货物
table_1,A02201300,地面飞行训练器,,货物
table_1,A02201400,航天产品用特种车,包括发电乘务车、铁路槽车、公路槽车、火工品运输车等。,货物
table_1,A02201500,航空航天工业设备零部件,,货物
table_1,A02209900,其他航空航天工业设备,,货物
table_1,A02210000,工程机械,,货物
table_1,A02210100,挖掘机械,包括大型挖掘机、中型挖掘机、小型挖掘机、斗轮挖掘机、挖掘装载机等。,货物
table_1,A02210200,铲土运输机械,包括推土机、装载机、铲运机、平地机、非公路自卸车等。,货物
table_1,A02210300,工程起重机械,包括汽车起重机、全地面起重机、履带式起重机、轮胎式起重机、随车起重机、塔式起重机、施工升降机、建筑卷扬机等。,货物
table_1,A02210400,工业车辆,包括内燃叉车、蓄电池叉车、托盘堆垛车、侧面叉车、越野叉车、拣选车、伸缩臂叉车、集装箱叉车、牵引车、平台搬运车、手动液压搬运车等。,货物
table_1,A02210500,压实机械,包括静碾压路机、震动压路机、轮胎压路机、夯实机等。,货物
table_1,A02210600,路面及养护机械,包括路面基础施工机械、沥青路面施工机械、水泥路面施工机械、路面养护机械等。,货物
table_1,A02210700,桩工机械,包括旋挖钻机、柴油打桩机、柴油锤式打桩机、振动沉拔桩锤、振动沉拔桩架、压桩机、螺旋钻孔机、成孔机、振冲器、落锤打桩机等。,货物
table_1,A02210800,混凝土机械,包括混凝土输送泵、混凝土布料杆、水泥搅拌站、混凝土搅拌运输车、混凝土振动器、混凝土浇注机械、混凝土制品机械等。,货物
table_1,A02210900,凿岩与掘进机械,包括凿岩机、钻车、钻机、全断面隧道掘进机、非开挖设备、凿岩辅助设备、破碎机等。,货物
table_1,A02211000,钢筋及预应力机械,包括钢筋强化机械、钢筋加工机械、钢筋连接机械、钢筋预应力机械等。,货物
table_1,A02211100,气动工具,包括回转式气动工具、冲击式气动工具、气动马达等。,货物
table_1,A02211200,装修与高处作业机械,包括灰浆制备及喷吐机械、涂料喷刷机械、油漆制备及喷涂机械、地面装修机械、屋面装修机械、高处作业吊篮及擦窗机、高处作业平台、高处作业车、建筑装修机具等。,货物
table_1,A02211300,工程机械零部件,包括液压件、传动件、行走部件、驾驶室设备、工程机械仪表及控制设备等。,货物
table_1,A02219900,其他工程机械,,货物
table_1,A02220000,农业和林业机械,,货物
table_1,A02220100,拖拉机,包括轮式拖拉机、履带拖拉机（含半履带式拖拉机）、手扶拖拉机等。,货物
table_1,A02220200,土壤耕整机械,包括耕地机械、整地机械、林地清理机械等。,货物
table_1,A02220300,种植施肥机械,包括播种机械、育苗机械、栽植机械、施肥机械、地膜机械等。,货物
table_1,A02220400,植物管理机械,包括中耕机械、植保机械、修剪机械等。,货物
table_1,A02220500,园林机械,包括乔木管护设备、灌木管护设备、庭院用微型设备等。,货物
table_1,A02220600,农作物及林特产品收获机械,包括谷物收获机、玉米收获机、棉麻作物收获机、果实收获机、蔬菜收获机、花卉（茶叶）采收机、籽粒作物收获机、根茎作物收获机、饲料作物收获机、茎秆收集处理机、林特产品采摘机械等。,货物
table_1,A02220700,收获后处理机械,包括脱粒机、清选机、剥壳（去皮）机、干燥机、种子加工机、仓储机械等。,货物
table_1,A02220800,农林产品初加工机械,包括磨粉（浆）机械、棉花加工机械、果蔬加工机械、茶叶加工机械、林特产品初加工机械等。,货物
table_1,A02220900,农用搬运机械,包括农用运输机械、农用装卸机械等。,货物
table_1,A02221000,排灌机械,包括水泵、喷灌机械设备等。,货物
table_1,A02221100,农村可再生能源利用设备,包括风力设备、水力设备、太阳能设备、生物制能设备等。,货物
table_1,A02221200,设施农业设备,包括日光温室设施设备、塑料大棚设施设备、连栋温室设施设备等。,货物
table_1,A02221300,农用动力机械,不包括拖拉机等。,货物
table_1,A02221400,草原建设机械,包括围栏设备、草皮破碎机、草原除雪机、毒饵撒播机、埋桩机、梳草机、起草皮机等。,货物
table_1,A02221500,草料加工设备,,货物
table_1,A02221600,畜牧饲养机械,包括孵化育雏设备、喂料饮水设备、清理消毒设备、网围栏等。,货物
table_1,A02221700,畜禽产品采集加工机械,包括挤奶机、剪羊毛机、牛奶分离机、储奶罐等。,货物
table_1,A02221800,水产养殖机械,包括增氧机、增氧装置或增氧系统、投饵机、投饵装置或投饵系统、网箱养殖设备、水体净化处理设备及水质监测仪器设备等。,货物
table_1,A02221900,水产品捕捞和采集机械,包括海洋捕捞机械、淡水捕捞机械、水生植物采集机械等。,货物
table_1,A02222000,水产品初加工机械,包括鱼货起、卸和冻结设备、、贝类加工机械、海参加工机械、紫菜加工机械、鱼类初加工机械等。,货物
table_1,A02222100,制网机械,包括织网机、制绳机、并线机等。,货物
table_1,A02222200,农业和林业机械零部件,,货物
table_1,A02229900,其他农业和林业机械,包括捆草机等。,货物
table_1,A02230000,木材采集和加工设备,,货物
table_1,A02230100,木材采伐和集运机械,包括采伐机械、集材机、割灌机、专用运材设备等。,货物
table_1,A02230200,木工机床,包括木工车床，木工刨床，木工铣床，开榫机，木工锯机，木工钻床，榫槽机，木工磨光、抛光机，木工多用机床，木工冷压机，木工拼接机等。,货物
table_1,A02230300,木质纤维加工设备,包括造纸、粘胶纤维和人造板纤维备料机械、木制纤维备料设备、纤维加工分离机械等。,货物
